record_id,year,exam,round,category,home_region,university_quota,stream,branch,college_code,college_name,college_type,city,district,state,naac_grade,naac_score,nirf_rank,fees_per_year,total_seats,category_seats,student_percentile,student_rank,aptitude_score,aptitude_stream_suitability,closing_percentile,closing_rank,previous_year_closing_percentile,previous_year_closing_rank,cutoff_trend_3yr,admission_probability
87,2023,MHT CET,CAP Round 2,ST,Pune University,Other University,Engineering,Civil Engineering,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.77,590,107000,480,9,60.2,99701,66,Civil,62.7,93490,61.6,96442,Increasing: 61.60->62.70->63.50,Medium
88,2022,MHT CET,CAP Round 3,SC,Mumbai University,Other University,Engineering,Civil Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.11,375,142000,600,9,67.72,80787,73,Civil,75.4,61725,74.6,63651,Increasing: 75.40->76.50->77.30,Low
89,2022,JEE,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Information Technology,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.66,550,125000,480,5,75.62,293143,65,Technology,78.8,254981,78.0,264748,Increasing: 78.80->79.90->80.70,Low
90,2024,MHT CET,CAP Round 3,OBC,Mumbai University,Home University,Engineering,Computer Engineering,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.59,125,175000,600,18,99.95,433,76,Technology,98.3,4684,97.5,6414,Increasing: 96.40->97.50->98.30,Medium
91,2024,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Information Technology,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.88,540,125000,600,32,89.61,125734,97,Technology,85.2,178822,84.4,188506,Increasing: 83.30->84.40->85.20,High
92,2024,JEE,CAP Round 3,OPEN,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03121,"Pillai College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.04,410,148000,660,37,91.91,98260,83,Technology,89.7,125290,88.9,133906,Increasing: 87.80->88.90->89.70,Medium
93,2023,MHT CET,CAP Round 3,EWS,Mumbai University,All India,Engineering,Electrical Engineering,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.67,580,117000,420,8,76.56,59023,81,Technology,74.7,63372,73.6,66157,Increasing: 73.60->74.70->75.50,Medium
94,2024,JEE,CAP Round 2,ST,Mumbai University,All India,Engineering,Civil Engineering,03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.38,285,155000,720,8,83.93,194134,77,Civil,83.1,202954,82.3,213534,Increasing: 81.20->82.30->83.10,Medium
95,2024,MHT CET,CAP Round 1,VJNT,Pune University,Other University,Engineering,Civil Engineering,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.83,570,100000,540,4,65.09,87858,86,Civil,71.5,71499,70.7,73597,Increasing: 69.60->70.70->71.50,Low
96,2023,JEE,CAP Round 2,OPEN,Pune University,All India,Engineering,Electronics and Telecommunication Engineering,06282,"JSPM Rajarshi Shahu College of Engineering, Tathawade, Pune",Private,Pune,Pune,Maharashtra,A,3.01,420,125000,780,36,89.88,122665,79,Technology,89.0,133103,87.9,146199,Increasing: 87.90->89.00->89.80,Medium
97,2022,MHT CET,CAP Round 2,ST,Mumbai University,All India,Engineering,Electrical Engineering,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.27,225,180000,660,4,91.05,22721,41,Technology,85.4,36959,84.6,38696,Increasing: 85.40->86.50->87.30,High
98,2024,MHT CET,CAP Round 1,EWS,Mumbai University,Home University,Engineering,Information Technology,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.85,500,138000,480,12,79.82,50908,62,Technology,85.2,37151,84.4,39265,Increasing: 83.30->84.40->85.20,Low
99,2022,MHT CET,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Computer Engineering,03112,"Xavier Institute of Engineering, Mahim, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.03,460,135000,420,13,79.74,51161,79,Technology,84.5,38918,83.7,41161,Increasing: 84.50->85.60->86.40,Low
100,2023,MHT CET,CAP Round 3,OBC,Pune University,All India,Engineering,Mechanical Engineering,06175,"Pimpri Chinchwad College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A++,3.61,220,140000,960,26,90.8,23341,90,Mechanical,89.8,25718,88.7,28775,Increasing: 88.70->89.80->90.60,Medium
101,2024,JEE,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Electrical Engineering,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.87,500,138000,480,7,74.71,305018,79,Technology,80.9,230192,80.1,239371,Increasing: 79.00->80.10->80.90,Low
102,2024,MHT CET,CAP Round 1,SC,Mumbai University,Home University,Engineering,Robotics and Automation,03112,"Xavier Institute of Engineering, Mahim, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.0,460,130000,420,4,85.11,37350,71,Technology,80.2,50066,79.4,51864,Increasing: 78.30->79.40->80.20,High
103,2024,MHT CET,CAP Round 1,SC,Pune University,Other University,Engineering,Cyber Security,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.83,540,115000,600,4,79.43,51824,93,Technology,76.4,59217,75.6,61304,Increasing: 74.50->75.60->76.40,High
104,2024,MHT CET,CAP Round 2,SC,Pune University,Other University,Engineering,Robotics and Automation,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.65,610,108000,480,6,61.01,97540,91,Technology,68.9,78060,68.1,80009,Increasing: 67.00->68.10->68.90,Low
105,2022,JEE,CAP Round 1,OBC,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.38,285,155000,720,17,91.75,99694,84,Technology,96.8,40189,96.0,49247,Increasing: 96.80->97.90->98.70,Low
106,2024,JEE,CAP Round 2,SC,Pune University,All India,Engineering,Chemical Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.37,320,137000,720,11,78.83,255505,69,Science,84.2,191252,83.4,200669,Increasing: 82.30->83.40->84.20,Low
107,2024,MHT CET,CAP Round 3,ST,Pune University,All India,Engineering,Robotics and Automation,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.77,73,45000,720,10,92.01,20363,85,Technology,91.3,22072,90.5,24293,Increasing: 89.40->90.50->91.30,Medium
108,2022,MHT CET,CAP Round 1,EWS,Mumbai University,All India,Engineering,Civil Engineering,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.55,125,170000,600,7,98.76,3137,78,Civil,95.7,10814,94.9,13020,Increasing: 95.70->96.80->97.60,High
109,2023,JEE,CAP Round 2,OPEN,Pune University,Home University,Engineering,Mechanical Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.31,180,185000,480,19,88.52,138186,60,Mechanical,94.7,64265,93.6,78039,Increasing: 93.60->94.70->95.50,Low
110,2022,MHT CET,CAP Round 2,EWS,Mumbai University,Other University,Engineering,Electrical Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.34,340,160000,720,13,91.03,22820,85,Technology,88.0,30051,87.2,32109,Increasing: 88.00->89.10->89.90,High
111,2022,MHT CET,CAP Round 3,EWS,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03121,"Pillai College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,410,148000,660,10,84.46,39045,77,Technology,85.0,37880,84.2,39640,Increasing: 85.00->86.10->86.90,Medium
112,2023,JEE,CAP Round 2,OBC,Pune University,Other University,Engineering,Robotics and Automation,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.43,250,135000,720,23,93.6,78039,69,Technology,92.6,90587,91.5,103326,Increasing: 91.50->92.60->93.40,Medium
113,2024,JEE,CAP Round 2,EWS,Pune University,All India,Engineering,Mechanical Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.42,250,145000,720,6,91.86,99311,72,Mechanical,92.0,96152,91.2,106550,Increasing: 90.10->91.20->92.00,Medium
114,2023,MHT CET,CAP Round 1,EWS,Mumbai University,Other University,Engineering,Electronics and Telecommunication Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.77,84,80000,720,6,99.95,501,77,Technology,99.95,590,99.95,577,Stable: 99.95->99.95->99.95,Medium
115,2023,MHT CET,CAP Round 2,ST,Mumbai University,All India,Engineering,Cyber Security,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.92,490,127000,600,7,72.99,67670,57,Technology,76.2,59748,75.1,62433,Increasing: 75.10->76.20->77.00,Low
116,2022,JEE,CAP Round 1,SC,Pune University,All India,Engineering,Computer Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.4,250,135000,720,4,89.44,127783,74,Technology,92.1,95376,91.3,105779,Increasing: 92.10->93.20->94.00,Medium
117,2023,MHT CET,CAP Round 2,OPEN,Pune University,All India,Engineering,Electrical Engineering,06283,"Indira College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B++,2.87,520,115000,540,25,86.61,33659,54,Technology,80.2,49734,79.1,52408,Increasing: 79.10->80.20->81.00,High
118,2024,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Cyber Security,03111,"Rizvi College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.85,505,125000,480,17,88.42,139639,48,Technology,82.2,213795,81.4,224364,Increasing: 80.30->81.40->82.20,High
119,2022,MHT CET,CAP Round 3,SC,Mumbai University,All India,Engineering,Cyber Security,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.56,125,175000,600,9,93.34,16867,75,Technology,92.7,18618,91.9,20847,Increasing: 92.70->93.80->94.60,Medium
120,2024,MHT CET,CAP Round 2,ST,Pune University,All India,Engineering,Electronics and Telecommunication Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.73,73,40000,720,5,85.53,36199,78,Technology,92.3,19813,91.5,21765,Increasing: 90.40->91.50->92.30,Low
121,2023,MHT CET,CAP Round 3,SC,Mumbai University,Home University,Engineering,Chemical Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.93,485,120000,540,7,64.01,90475,68,Science,71.9,70683,70.8,73087,Increasing: 70.80->71.90->72.70,Low
122,2024,MHT CET,CAP Round 1,SC,Mumbai University,All India,Engineering,Mechanical Engineering,03148,"Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.09,385,150000,600,4,75.64,61405,58,Mechanical,81.8,45736,81.0,47725,Increasing: 79.90->81.00->81.80,Low
123,2023,MHT CET,CAP Round 3,VJNT,Pune University,Home University,Engineering,Information Technology,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.69,600,108000,480,4,77.3,57260,81,Technology,71.0,72934,69.9,75419,Increasing: 69.90->71.00->71.80,High
124,2022,MHT CET,CAP Round 2,EWS,Pune University,All India,Engineering,Chemical Engineering,06282,"JSPM Rajarshi Shahu College of Engineering, Tathawade, Pune",Private,Pune,Pune,Maharashtra,A,2.97,420,125000,780,15,85.17,37606,49,Science,82.5,44111,81.7,46063,Increasing: 82.50->83.60->84.40,High
125,2024,JEE,CAP Round 3,VJNT,Mumbai University,Other University,Engineering,Artificial Intelligence and Data Science,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.35,340,145000,720,5,85.2,179146,72,Technology,90.2,118489,89.4,128677,Increasing: 88.30->89.40->90.20,Low
126,2022,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Artificial Intelligence and Data Science,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.08,400,136000,600,20,92.8,86519,68,Technology,86.5,163210,85.7,172369,Increasing: 86.50->87.60->88.40,High
127,2022,MHT CET,CAP Round 1,ST,Mumbai University,Home University,Engineering,Civil Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.94,485,120000,540,10,75.75,60936,90,Civil,69.9,75450,69.1,77387,Increasing: 69.90->71.00->71.80,High
128,2023,JEE,CAP Round 1,SC,Mumbai University,Home University,Engineering,Mechanical Engineering,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.7,545,128000,360,8,74.41,308290,82,Mechanical,71.7,340715,70.6,354550,Increasing: 70.60->71.70->72.50,High
129,2024,MHT CET,CAP Round 3,ST,Mumbai University,Home University,Engineering,Cyber Security,03148,"Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.09,385,140000,600,4,78.44,53982,89,Technology,79.0,53096,78.2,54787,Increasing: 77.10->78.20->79.00,Medium
130,2022,MHT CET,CAP Round 1,EWS,Mumbai University,All India,Engineering,Cyber Security,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.01,475,132000,420,4,80.71,48469,77,Technology,86.3,34338,85.5,36650,Increasing: 86.30->87.40->88.20,Low
131,2023,MHT CET,CAP Round 3,EWS,Pune University,All India,Engineering,Computer Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.3,180,180000,480,6,95.73,11177,66,Technology,98.2,4754,97.1,7778,Increasing: 97.10->98.20->99.00,Medium
132,2024,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Computer Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.33,340,160000,720,22,96.17,47243,84,Technology,92.5,90304,91.7,100525,Increasing: 90.60->91.70->92.50,High
133,2024,MHT CET,CAP Round 2,SC,Pune University,Home University,Engineering,Civil Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.35,320,137000,720,12,73.71,65756,54,Civil,79.8,50583,79.0,52955,Increasing: 77.90->79.00->79.80,Low
134,2022,JEE,CAP Round 2,EWS,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.85,500,138000,480,5,78.88,255200,84,Technology,84.5,187747,83.7,196636,Increasing: 84.50->85.60->86.40,Low
135,2023,JEE,CAP Round 3,OPEN,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.19,310,160000,840,45,86.94,157378,78,Technology,94.6,65609,93.5,79094,Increasing: 93.50->94.60->95.40,Low
136,2023,MHT CET,CAP Round 2,VJNT,Pune University,Home University,Engineering,Electrical Engineering,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.43,700,95000,360,8,58.04,105221,83,Technology,62.9,93010,61.8,95696,Increasing: 61.80->62.90->63.70,Low
137,2022,JEE,CAP Round 1,SC,Mumbai University,Home University,Engineering,Electrical Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.12,375,142000,600,9,73.93,314220,70,Technology,81.3,225757,80.5,234137,Increasing: 81.30->82.40->83.20,Low
138,2024,MHT CET,CAP Round 3,ST,Mumbai University,All India,Engineering,Electrical Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.98,475,127000,420,9,75.89,60716,78,Technology,73.8,65908,73.0,67836,Increasing: 71.90->73.00->73.80,Medium
139,2023,JEE,CAP Round 3,SC,Pune University,All India,Engineering,Civil Engineering,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.21,310,160000,840,9,76.92,277271,70,Civil,81.1,228323,80.0,241266,Increasing: 80.00->81.10->81.90,Low
140,2022,MHT CET,CAP Round 1,OBC,Mumbai University,Home University,Engineering,Information Technology,03111,"Rizvi College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,505,130000,480,9,75.18,62111,73,Technology,81.6,46600,80.8,48181,Increasing: 81.60->82.70->83.50,Low
141,2022,MHT CET,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Robotics and Automation,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.18,360,145000,660,21,87.94,30177,61,Technology,87.0,33015,86.2,35005,Increasing: 87.00->88.10->88.90,Medium
142,2023,JEE,CAP Round 1,OBC,Mumbai University,All India,Engineering,Computer Engineering,03121,"Pillai College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.06,410,138000,660,25,96.93,38265,61,Technology,91.2,106995,90.1,120200,Increasing: 90.10->91.20->92.00,High
143,2024,MHT CET,CAP Round 3,SC,Pune University,Other University,Engineering,Civil Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.3,180,185000,480,4,85.79,35927,83,Civil,85.8,35925,85.0,38066,Increasing: 83.90->85.00->85.80,Medium
144,2024,MHT CET,CAP Round 3,SC,Pune University,Home University,Engineering,Chemical Engineering,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.47,700,85000,360,4,65.02,88048,61,Science,58.7,103613,57.9,105410,Increasing: 56.80->57.90->58.70,High
145,2024,JEE,CAP Round 1,EWS,Mumbai University,Other University,Engineering,Information Technology,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.21,270,170000,600,12,91.67,101691,99,Technology,99.6,4957,98.8,15971,Increasing: 97.70->98.80->99.60,Low
146,2024,JEE,CAP Round 1,EWS,Mumbai University,Other University,Engineering,Civil Engineering,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.18,270,170000,600,7,95.72,51713,52,Civil,93.4,79948,92.6,90246,Increasing: 91.50->92.60->93.40,Medium
147,2022,JEE,CAP Round 1,SC,Mumbai University,All India,Engineering,Robotics and Automation,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,400,146000,600,8,83.96,193064,80,Technology,83.6,198521,82.8,206912,Increasing: 83.60->84.70->85.50,Medium
148,2024,JEE,CAP Round 2,EWS,Mumbai University,All India,Engineering,Electrical Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.02,475,122000,420,5,85.11,179802,76,Technology,84.2,191254,83.4,200917,Increasing: 82.30->83.40->84.20,Medium
